"y4_hhid","qx_type","interview_status","PID","id_code","hh_c02","hh_c03","hh_c04","hh_c05_1","hh_c05_2a","hh_c05_2b","hh_c05_2_oth","hh_c05_3","hh_c05_4a","hh_c05_4b","hh_c05_4_oth","hh_c05_5","hh_c06","hh_c07a","hh_c07b","hh_c07_oth","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c14_oth","hh_c15","hh_c16","hh_c17","hh_c18","hh_c18_oth","hh_c19a","hh_c19b","hh_c20","hh_c21","hh_c21_oth","hh_c22a","hh_c22b","hh_c22c","hh_c22d","hh_c22e","hh_c22f","hh_c22g","hh_c22h","hh_c22i","hh_c22j","hh_c22k","hh_c22l","hh_c23filtera","hh_c23a_1","hh_c23a_2","hh_c23a_3","hh_c23filter","hh_c23b_1","hh_c23b_2","hh_c24","hh_c25"
"0439-001",1,1,"097902",1,,1,,2,,,,2,,,,2,1,,,,2,1,6,2,,2,7,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0439-001",1,1,"4043900102",2,,1,,1,1,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0440-001",1,1,"098101",1,,2,2,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0440-001",1,1,"098102",2,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,7,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0440-001",1,1,"098103",3,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,1,8,1,,,,21,2,,,,,2,,,15000,0,4000,2500,47000,0,1200,0,0,63000,0,132700,1,1,2,,,,,1,1
"0440-001",1,1,"3035200104",4,,2,2,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,15,1,2,,,0,0,1000,1500,0,0,0,0,0,0,0,2500,1,1,2,,,,,2,
"0441-001",1,5,"098300204",3,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,3,1,1,2,,0,0,600,1500,0,0,0,0,1000,0,0,3100,1,1,3,,,,,2,
"0441-001",1,5,"098300206",5,,2,1,2,,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,3,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,2,
"0441-001",1,5,"098302",1,,1,,2,,,,2,,,,1,1,,,,2,1,6,2,,2,4,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0441-001",1,5,"098304",4,,1,,2,,,,2,,,,1,1,,,,3,1,6,1,3,1,,,,11,1,1,,3,1,2,,,0,0,500,0,0,0,0,0,0,0,0,500,1,1,,,,,,2,
"0441-001",1,5,"3035300107",6,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,4,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0441-001",1,5,"4044100107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0441-003",1,1,"098306",2,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,7,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0441-003",1,1,"4044100301",1,,1,,2,,,,2,,,,1,1,,,,1,1,6,2,,2,7,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0441-003",1,1,"4044100303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0442-002",1,1,"098303",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,2,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0442-002",1,1,"3035300201",1,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0442-002",1,1,"3035300203",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0443-002",1,1,"098500107",7,,1,,2,,,,2,,,,1,1,,,,2,1,5,1,2,1,,,,11,1,1,,30,1,2,,,0,0,220,0,0,0,0,0,0,0,0,220,1,2,,,,,,2,
"0443-002",1,1,"098502",2,,1,,2,,,,2,,,,2,1,,,,1,1,8,2,,2,8,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0443-002",1,1,"098504",4,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,16,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0443-002",1,1,"098505",5,,1,,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,30,1,2,,,0,0,1000,0,0,0,0,0,350,0,0,1350,1,2,,,,,,2,
"0443-002",1,1,"098506",6,,1,,2,,,,2,,,,1,1,,,,3,1,6,1,3,1,,,,11,1,1,,30,1,2,,,0,0,500,0,0,0,0,0,0,0,0,500,1,2,,,,,,2,
"0443-002",1,1,"3035400108",8,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0443-003",1,1,"098503",1,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,7,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0443-003",1,1,"4044300302",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-001",1,1,"098701",1,,1,,1,1,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-001",1,1,"098702",2,,1,,1,1,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-001",1,1,"098705",5,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,3,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-001",1,1,"098706",6,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,6,1,2,,,0,0,2500,0,0,800,0,0,700,400,0,4400,1,1,,,,,,2,
"0444-003",1,1,"098703",1,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-003",1,1,"4044400302",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,2,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-003",1,1,"4044400303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0444-004",1,1,"098704",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,4,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-004",1,1,"4044400401",1,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0444-004",1,1,"4044400403",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0445-002",1,1,"098902",1,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,2,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0445-002",1,1,"098904",2,,1,,2,,,,2,,,,1,1,,,,3,1,7,2,,2,5,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0445-002",1,1,"098908",5,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,30,1,2,,,0,0,1600,0,0,600,0,0,350,0,0,2550,1,1,,,,,,2,
"0445-005",1,1,"098906",2,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0445-005",1,1,"4044500501",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,1,12,2,4,,2018,,,,,,,,,,10000,0,5000,1500,0,2000,0,0,5000,15000,0,38500,2,,,,1,1,,1,1
"0445-005",1,1,"4044500503",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0446-001",1,1,"098900302",2,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,4,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0446-001",1,1,"098900303",3,,2,2,2,,,,2,,,,2,1,,,,1,2,5,1,1,1,,,,11,1,1,,6,1,2,,,0,0,300,1000,0,600,0,0,0,0,0,1900,1,1,2,,,,,2,
"0446-001",1,1,"098903",1,,2,2,1,1,,,1,1,,,1,1,,,,12,3,7,2,,2,4,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0446-001",1,1,"4044600104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0447-001",2,2,"099001",1,,2,2,2,,,,2,,,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0447-001",2,2,"099002",2,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0447-001",2,2,"099004",3,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,7,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0447-001",2,2,"099005",4,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,5,1,2,,,0,0,2000,850,0,2250,0,0,1350,0,0,6450,1,1,2,,,,,2,
"0447-001",2,2,"4044700105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0448-003",2,2,"099003",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0448-003",2,2,"3035800303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0448-003",2,2,"3035800304",4,,2,2,2,,,,2,,,,2,1,,,,1,1,8,2,,1,,,,11,1,1,,30,1,2,,,0,0,1500,1000,0,900,0,0,0,2000,0,5400,1,2,,,,,,2,
"0449-001",1,1,"099100105",4,,2,1,2,,,,2,,,,1,1,,,,1,1,5,1,1,1,,,,11,1,1,,60,1,2,,,0,0,150,0,0,600,0,0,0,1500,0,2250,1,1,,,,,,2,
"0449-001",1,1,"099101",1,,1,,1,1,,,1,1,,,1,1,,,,10,2,7,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0449-001",1,1,"099104",3,,2,1,1,1,,,1,1,,,1,1,,,,3,1,7,1,3,1,,,,11,1,1,,70,1,2,,,0,0,1500,0,0,1800,0,0,600,700,0,4600,1,1,,,,,,2,
"0449-001",1,1,"4044900106",6,,2,1,1,1,,,1,1,,,1,1,,,,6,1,7,2,,2,4,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0449-003",1,3,"099103",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,7,,2018,,,,,,,,,,20000,6000,2000,0,0,500,0,0,800,2000,0,30300,2,,,,1,1,,2,
"0449-003",1,3,"4044900301",1,,2,2,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0449-006",1,1,"3035900106",2,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,4,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0449-006",1,1,"4044900601",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0449-006",1,1,"4044900603",3,,1,,1,1,,,1,1,,,1,1,,,,11,3,6,1,10,1,,,,21,1,1,,25,1,2,,,7000,6000,6000,0,0,0,0,0,0,0,0,19000,1,1,,,,,,2,
"0449-006",1,1,"4044900605",5,,2,1,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,12,1,1,,20,1,2,,,82000,0,4500,0,0,0,0,0,0,0,0,86500,2,,,,2,,,2,
"0449-006",1,1,"4044900606",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0450-001",2,2,"099200105",5,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,1,8,1,,,,11,1,1,,7,1,2,,,0,0,3500,2000,0,1200,0,0,2500,1000,0,10200,1,1,,,,,,2,
"0450-001",2,2,"099201",1,,2,2,1,1,,,1,1,,,1,1,,,,2,1,6,2,,2,2,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0450-001",2,2,"099202",2,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0450-001",2,2,"099204",4,,2,2,1,1,,,1,1,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,7,1,2,,,0,0,1500,0,0,0,0,0,0,0,0,1500,1,1,,,,,,2,
"0450-001",2,2,"4045000106",6,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0451-001",2,2,"099400108",8,,2,2,2,,,,2,,,,1,1,,,,1,1,6,1,1,1,,,,11,1,1,,20,1,2,,,0,0,200,2000,0,0,0,0,0,0,0,2200,1,1,2,,,,,2,
"0451-001",2,2,"099401",1,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0451-001",2,2,"099402",2,,1,,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0451-001",2,2,"099407",5,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,1,6,1,,,,11,1,1,,20,1,1,1,,0,0,2000,0,0,1500,0,0,1500,0,0,5000,1,1,2,,,,,2,
"0451-001",2,2,"099408",6,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,20,1,2,,,0,0,2000,0,0,1500,0,0,2100,0,0,5600,1,1,2,,,,,2,
"0451-001",2,2,"099409",7,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,20,1,2,,,0,0,2000,0,0,1500,0,0,2100,0,0,5600,1,1,2,,,,,2,
"0451-001",2,2,"3036100109",9,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0451-004",2,2,"099406",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0451-004",2,2,"4045100401",1,,2,2,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,17,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0451-004",2,2,"4045100403",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0452-001",2,2,"099403",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,14,2,,2,2,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0452-001",2,2,"3036200102",2,,1,,2,,,,2,,,,1,1,,,,4,1,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0452-001",2,2,"3036200103",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0453-002",2,2,"099400302",1,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,2,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0453-002",2,2,"099400303",2,,2,1,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,20,1,2,,,0,0,900,1500,0,0,0,0,300,0,0,2700,1,1,,,,,,2,
"0453-002",2,2,"3036200204",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0454-001",2,2,"099400401",1,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,7,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0454-001",2,2,"099400403",3,,2,1,2,,,,2,,,,2,1,,,,1,1,5,1,1,1,,,,11,1,1,,5,1,2,,,0,0,1500,0,0,0,0,0,300,0,0,1800,1,1,,,,,,2,
"0454-001",2,2,"099404",2,,2,1,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,7,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0454-001",2,2,"3036300104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0455-001",2,2,"099601",1,,2,2,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0455-001",2,2,"099602",2,,2,1,2,,,,2,,,,2,1,,,,3,1,8,2,,2,2,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0456-001",2,2,"099800107",7,,2,1,2,,,,2,,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,5,1,2,,,0,0,600,0,0,0,0,0,300,0,0,900,1,1,2,,,,,2,
"0456-001",2,2,"099801",1,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0456-001",2,2,"099802",2,,1,,2,,,,2,,,,1,1,,,,2,1,6,2,,2,7,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0456-001",2,2,"099803",3,,2,2,2,,,,2,,,,1,1,,,,3,1,6,2,,2,7,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0456-001",2,2,"099804",4,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,8,1,,,,11,1,1,,5,1,2,,,0,0,2000,3800,0,1500,0,0,1200,0,0,8500,1,1,2,,,,,2,
"0456-001",2,2,"099805",5,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,8,1,,,,11,1,1,,5,1,2,,,0,0,2000,3800,0,1500,0,0,1200,0,0,8500,1,1,2,,,,,2,
"0456-001",2,2,"099806",6,,2,2,2,,,,2,,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,5,1,2,,,0,0,600,0,0,1500,0,0,300,0,0,2400,1,1,2,,,,,2,
"0456-001",2,2,"3036500108",8,,2,2,2,,,,2,,,,2,1,,,,1,1,5,1,1,1,,,,11,1,1,,7,1,2,,,0,0,500,0,0,0,0,0,0,0,0,500,1,1,2,,,,,2,
"0457-001",2,2,"100001",1,,1,,1,1,,,1,1,,,1,1,,,,5,1,7,2,,2,2,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0457-001",2,2,"100002",2,,2,1,2,,,,2,,,,1,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0457-004",2,4,"100004",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0457-004",2,4,"4045700401",1,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0457-004",2,4,"4045700403",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0458-003",2,2,"100003",1,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,7,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0458-003",2,2,"4045800302",2,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,7,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0458-003",2,2,"4045800303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0460-004",2,2,"100400109",3,,2,7,2,,,,2,,,,1,1,,,,1,1,6,1,1,1,,,,11,1,1,,15,1,2,,,0,0,1200,2000,0,0,0,0,0,0,0,3200,1,7,,,,,,2,
"0460-004",2,2,"100404",1,,1,,1,1,,,1,1,,,1,1,,,,4,1,6,2,,2,2,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0460-004",2,2,"3036800403",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0460-004",2,2,"4046000402",2,,1,,1,1,,,1,1,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,15,1,1,2,,0,0,1250,1500,0,1500,0,0,0,0,0,4250,1,7,,,,,,2,
"0460-004",2,2,"4046000405",5,,2,7,1,1,,,1,1,,,2,1,,,,8,2,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0460-004",2,2,"4046000406",6,,2,7,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,5,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0461-007",2,2,"100409",6,,2,2,1,1,,,1,1,,,2,1,,,,6,1,7,2,,2,7,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0461-007",2,2,"3036800701",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0461-007",2,2,"3036800702",2,,1,,2,,,,2,,,,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0461-007",2,2,"3036800704",4,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,7,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0461-007",2,2,"3036800705",5,,2,2,1,1,,,1,1,,,1,1,,,,3,1,6,1,3,1,,,,11,1,1,,6,1,2,,,0,0,2100,0,0,900,0,0,1050,0,0,4050,1,1,,,,,,2,
"0461-007",2,2,"3036800707",7,,1,,1,1,,,1,1,,,1,1,,,,3,1,7,1,3,1,,,,11,1,1,,6,1,2,,,0,0,2100,0,0,900,0,0,1050,0,0,4050,1,1,,,,,,2,
"0462-001",2,2,"100400302",2,,1,,2,,,,2,,,,1,1,,,,2,1,7,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0462-001",2,2,"100400303",3,,2,1,1,1,,,1,1,,,1,1,,,,3,1,7,1,3,1,,,,11,1,1,,40,1,2,,,0,0,1200,0,0,0,0,0,600,0,0,1800,1,1,,,,,,2,
"0462-001",2,2,"100403",1,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0462-001",2,2,"3036900104",4,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0463-001",2,2,"100600103",3,,2,2,2,,,,2,,,,1,1,,,,2,1,2,1,1,1,,,,11,1,1,,10,1,2,,,0,0,800,1500,0,0,0,0,300,0,0,2600,1,1,2,,,,,2,
"0463-001",2,2,"100600104",4,,1,,2,,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,10,1,1,2,,0,0,0,1500,0,0,0,0,0,0,0,1500,1,1,2,,,,,2,
"0463-001",2,2,"100601",1,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0463-001",2,2,"100602",2,,1,,1,1,,,1,1,,,1,1,,,,9,1,6,2,,2,2,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0464-001",2,2,"100801",1,,1,,1,1,,,1,1,,,2,1,,,,5,1,6,2,,2,7,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0464-001",2,2,"100802",2,,1,,2,,,,2,,,,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0464-001",2,2,"100804",3,,2,1,1,1,,,1,1,,,1,1,,,,11,2,6,1,11,1,,,,22,1,1,,45,1,1,1,,15000,0,3000,0,0,0,0,0,0,0,0,18000,1,1,,,,,,2,
"0464-001",2,2,"100805",4,,2,1,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0464-001",2,2,"100806",5,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,1,6,1,,,,11,1,1,,45,1,1,1,,0,0,2000,0,0,1500,0,0,1500,0,0,5000,1,1,2,,,,,2,
"0464-001",2,2,"4046400106",6,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,45,1,2,,,0,0,2000,5000,0,1500,0,0,1500,0,0,10000,1,1,2,,,,,2,
"0465-003",2,2,"100803",1,,1,,1,1,,,1,1,,,1,1,,,,11,3,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0465-003",2,2,"3037100302",2,,1,,2,,,,2,,,,2,1,,,,3,1,7,2,,2,7,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0465-003",2,2,"3037100303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0465-003",2,2,"4046500304",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0466-001",2,2,"101001",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0466-001",2,2,"101002",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0466-001",2,2,"101003",3,,2,2,2,,,,2,,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,5,1,2,,,0,0,900,0,0,200,0,0,1200,0,0,2300,1,1,2,,,,,2,
"0466-001",2,2,"3037200105",5,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0466-001",2,2,"3037200106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0467-001",2,2,"101201",1,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0467-001",2,2,"101202",2,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0467-001",2,2,"101204",4,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0467-001",2,2,"101205",5,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,7,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0468-001",2,2,"101401",1,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0468-001",2,2,"101402",2,,2,1,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,7,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
