"y4_hhid","qx_type","interview_status","PID","id_code","hh_e03","hh_e04","hh_e05","hh_e06","hh_e06_1a","hh_e06_1b","hh_e06_1c","hh_e06_2","hh_e06_3","hh_e06_4","hh_e06_5","hh_e06_6","hh_e06_8a","hh_e06_8b","hh_e07a","hh_e07a_1","hh_e07b","hh_e07c","hh_e08","hh_e09","hh_e10","hh_e11","hh_e12","hh_e13_1a","hh_e13_1b","hh_e14","hh_e15","hh_e15_oth","hh_e15_1","hh_e15_2","hh_e15_3","hh_e15_4","hh_e17_1","hh_e17_2","hh_e17_3","hh_e17_3_oth","hh_e17_4","hh_e17_5","hh_e17_6","hh_e17_6_oth","hh_e17_7","hh_e17_8","hh_e17_9","hh_e17_10","hh_e19a","hh_e19b","hh_e20a","hh_e20b","hh_e21","hh_e21_oth","hh_e21_1","hh_e21_2","hh_e21_3a","hh_e21_3b","hh_e21_3c","hh_e21_3d","hh_e21_3e","hh_e21_3f","hh_e21_3g","hh_e21_3h","hh_e21_3i","hh_e21_3_oth","hh_e21_4a","hh_e21_4b","hh_e21_4c","hh_e21_4d","hh_e21_4e","hh_e22","hh_e23","hh_e24","hh_e24_1","hh_e25","hh_e26a","hh_e26b","hh_e26_1a","hh_e26_1b","hh_e27","hh_e28a","hh_e28b","hh_e28_1a","hh_e28_1b","hh_e29","hh_e30","hh_e31","hh_e32","hh_e33","hh_e33_code","hh_e34","hh_e34_code","hh_e35","hh_e35_oth","hh_e35_1","hh_e35_2","hh_e35_3a","hh_e35_3b","hh_e35_3c","hh_e35_3d","hh_e35_3e","hh_e35_3f","hh_e35_3g","hh_e35_3h","hh_e35_3i","hh_e35_3_oth","hh_e35_4a","hh_e35_4b","hh_e35_4c","hh_e35_4d","hh_e35_4e","hh_e36","hh_e37","hh_e38","hh_e38_1","hh_e39","hh_e40a","hh_e40b","hh_e40_1a","hh_e40_1b","hh_e41","hh_e42a","hh_e42b","hh_e42_1a","hh_e42_1b","hh_e43","hh_e44","hh_e45","hh_e47a","hh_e47b","hh_e48a","hh_e48b","hh_e49","hh_e49_oth","hh_e50","hh_e51","hh_e52","hh_e52_1","hh_e53","hh_e54","hh_e56","hh_e57","hh_e58","hh_e59","hh_e59_1a","hh_e59_1b","hh_e60","hh_e61","hh_e62","hh_e63","hh_e64","hh_e65","hh_e66","hh_e67","hh_e68","hh_e69","hh_e70","hh_e71","hh_e71_oth"
"0445-002",1,1,"098908",5,1,,0,0,1,2,2,2,2,2,2,2,3,,12,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,1,1,0,2,1,2,2,,,2,,
"0445-005",1,1,"4044500501",1,1,,1,0,1,2,2,1,2,2,2,1,3,2,16,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,5,2,5,900,"1","2",2,,,,,,1,1,1,40,1,2,
"0445-005",1,1,"098906",2,1,,2,2,1,2,2,2,2,2,2,2,3,,23,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,1,3,
"0445-005",1,1,"4044500503",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0446-001",1,1,"098903",1,2,2,0,0,1,1,2,1,2,2,2,2,3,2,10,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0446-001",1,1,"098900302",2,1,,3,1,1,1,2,2,2,2,2,1,3,5,6,2,6,0,0,0,12,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,2,3,200,"1","2",2,,,,,,2,2,,,2,,
"0446-001",1,1,"098900303",3,2,2,1,2,1,1,2,2,2,2,2,2,3,,3,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0446-001",1,1,"4044600104",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0447-001",2,2,"099001",1,2,2,0,0,1,2,2,2,2,2,2,2,3,,5,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0447-001",2,2,"099002",2,1,,1,0,1,2,2,2,2,2,2,1,3,5,8,3,0,0,0,0,4,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,7,2,2,1000,"2",".",2,,,,,,2,2,,,2,,
"0447-001",2,2,"099004",3,2,2,1,0,1,2,2,2,2,2,2,1,3,5,3,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,6,3,2,700,"3",".",2,,,,,,2,2,,,2,,
"0447-001",2,2,"099005",4,2,2,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,1,4,,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0447-001",2,2,"4044700105",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0448-003",2,2,"099003",2,1,,0,2,1,2,2,2,2,1,2,2,1,3,0,,0,0,0,0,0,8,0,1,,,,,,,,,,,,,,,,,,,,,"LABOURER",95,"DRAWING WATER",41,2,,2,5,0,0,0,0,0,0,0,0,0,,1,1,,,,1,3,8,56,15000,1,5,2,4,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,1,1,2,1,8,
"0448-003",2,2,"3035800303",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0448-003",2,2,"3035800304",4,2,2,0,0,2,2,2,2,2,2,2,1,5,,0,,0,0,0,0,8,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,1,2,5,300,"2","4",2,,,,,,2,2,,,2,,
"0449-001",1,1,"099101",1,1,,2,3,1,1,2,1,2,2,2,1,3,2,12,3,5,0,12,0,6,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,4,3,1000,"1",".",2,,,,,,2,1,1,2,2,,
"0449-001",1,1,"099104",3,2,1,1,0,1,1,2,2,2,2,2,1,3,5,6,3,3,0,0,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,4,2,300,"3",".",2,,,,,,2,2,,,2,,
"0449-001",1,1,"099100105",4,2,1,1,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0449-001",1,1,"4044900106",6,2,1,3,0,1,1,2,2,2,2,2,2,3,,12,3,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0449-003",1,3,"4044900301",1,2,2,0,0,2,2,2,1,2,2,2,2,2,,0,,0,0,30,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0449-003",1,3,"099103",2,1,,0.3,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0449-006",1,1,"4044900601",1,1,,0,0,2,2,2,2,2,1,2,2,1,,0,,0,0,0,0,0,40,0,1,,,,,,,,,,,,,,,,,,,,,"SECRETARY AT MINISTRY OF EDUCATION",32,"SECRETARY AT MINISTRY OF EDUCATION",82,11,,6,1,1,1,1,1,1,0,0,0,0,,1,0,0,0,0,12,4,40,40,120000,1,5,1,,60000,1,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0449-006",1,1,"3035900106",2,1,,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0449-006",1,1,"4044900603",3,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0449-006",1,1,"4044900605",5,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0449-006",1,1,"4044900606",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0450-001",2,2,"099201",1,2,2,0,0,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,29,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,10,3,6,3000,"1","2",2,,,,,,2,1,1,2,2,,
"0450-001",2,2,"099202",2,1,,4,0,1,1,2,2,2,2,2,2,3,,9,3,6,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0450-001",2,2,"099204",4,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0450-001",2,2,"099200105",5,1,,0,3,1,1,2,2,2,2,2,1,5,3,4,3,3,0,0,0,6,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,9,3,3,1500,"1","5",2,,,,,,2,2,,,2,,
"0450-001",2,2,"4045000106",6,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0451-001",2,2,"099401",1,2,2,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,1,1,0,1,3,2,2,,,,,
"0451-001",2,2,"099402",2,1,,2,0,1,1,2,2,2,2,2,2,3,,0,,3,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,2,2,0,1,3,2,2,,,,,
"0451-001",2,2,"099407",5,1,,1,0,1,1,2,2,2,2,2,1,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,4,2,600,"5",".",1,3,3,0,1,5,2,2,,,,,
"0451-001",2,2,"099408",6,2,2,0,0,1,1,2,2,2,2,2,1,3,,0,,0,0,0,0,8,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,2,1,1000,"2","6",1,3,3,0,1,5,2,2,,,2,,
"0451-001",2,2,"099409",7,2,2,2,0,1,2,2,2,2,2,2,1,3,,0,,2,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,3,2,150,"7",".",2,,,,,,2,2,,,,,
"0451-001",2,2,"099400108",8,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0451-001",2,2,"3036100109",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0451-004",2,2,"4045100401",1,2,2,0,0,2,2,2,1,2,2,2,2,3,,0,,0,0,15,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0451-004",2,2,"099406",2,1,,2,1,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,1,1,0,2,10,2,2,,,,,
"0451-004",2,2,"4045100403",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0452-001",2,2,"099403",1,2,2,0,0,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,4,4,3,500,"1","2",2,,,,,,1,1,1,2,,,
"0452-001",2,2,"3036200102",2,1,,1,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0452-001",2,2,"3036200103",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0453-002",2,2,"099400302",1,1,,1,0,1,2,2,2,2,1,2,1,3,1,1,3,0,0,0,0,0,18,0,1,,,,,,,,,,,,,,,,,,,,,"MAID",99,"DOMESTIC",0,2,,1,5,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,4,40,18,25000,1,5,1,,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,4,3,2,600,"1",".",2,,,,,,2,2,,,2,,
"0453-002",2,2,"099400303",2,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0453-002",2,2,"3036200204",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0454-001",2,2,"099400401",1,1,,0,0,1,2,2,2,2,2,2,1,5,3,0,,0,0,0,0,42,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,4,7,1000,"1",".",2,,,,,,2,2,,,2,,
"0454-001",2,2,"099404",2,1,,1,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,1,14,"BUSY WITH SOME OTHER THINGS",1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0454-001",2,2,"099400403",3,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0454-001",2,2,"3036300104",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0455-001",2,2,"099601",1,2,2,0,0,1,1,2,2,2,2,2,1,3,5,0,,0,0,0,0,0,0,0,,,1,14,"BUSY WITH SOME OTHER THINGS",1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,4,4,4,1200,"1",".",2,,,,,,2,2,,,,,
"0455-001",2,2,"099602",2,1,,1,0,1,1,2,2,2,2,2,1,3,5,8,3,0,0,0,0,6,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,2,3,500,"2",".",2,,,,,,2,2,,,2,,
"0456-001",2,2,"099801",1,2,2,0,0,1,2,2,2,2,2,2,1,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,4,3,2000,"1","2",2,,,,,,2,2,,,,,
"0456-001",2,2,"099802",2,1,,1,0,1,1,2,2,2,2,2,1,3,5,0,,3,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,3,2,2000,"1","2",1,3,3,0,1,18,2,2,,,,,
"0456-001",2,2,"099803",3,2,1,1,0,1,2,2,2,2,2,2,1,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,4,2,1500,"3",".",2,,,,,,2,2,,,,,
"0456-001",2,2,"099804",4,2,2,1,0,1,2,2,2,2,2,2,1,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,9,4,3,500,"2","4",1,2,2,0,1,5,2,2,,,,,
"0456-001",2,2,"099805",5,2,2,1,0,1,1,2,2,2,2,2,1,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,9,4,2,500,"2","5",2,,,,,,2,2,,,,,
"0456-001",2,2,"099806",6,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0456-001",2,2,"099800107",7,2,2,0,0,2,1,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0456-001",2,2,"3036500108",8,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
