"y4_hhid","y3_hhid","HHID","case_id","ea_id","panelweight_2019","panelweight_2016","panelweight_2013","hh_wgt","region","district","ta_code","reside","dist_to_IHPS2016location","dist_to_IHPSlocation","dist_to_IHS3location","hhsize","interview_status","qx_type","consent","hh_a11","hh_a22","hh_a23","hh_a31","hh_a37","hh_a40","interviewdate_v1","interviewdate_v2","hh_g09","hh_m00","hh_o0a","hh_s01","hh_w01","consumption_date"
"0683-001","0533-001",1227,"206073150766","20607315",942.250152524396,928.812010045473,,3715.24804018189,200,206,20607,2,0,0,0,5,1,1,1,1,6,54,1,54,6,"2019-06-27","2019-09-13",2,1,2,2,2,"2019-06-27"
"0684-002","0533-002",1227,"206073150766","20607315",255.819657890289,928.812010045473,928.812010045473,3715.24804018189,200,206,20607,2,17,17,17,3,1,1,1,1,6,54,1,54,6,"2019-07-05","2019-09-17",2,1,1,2,2,"2019-07-05"
"0684-003","0533-002",1227,"206073150766","20607315",2379.26261054247,928.812010045473,928.812010045473,3715.24804018189,200,206,20607,2,0,0,0,7,1,1,1,1,6,54,1,54,6,"2019-06-25","2019-09-13",2,1,1,2,2,"2019-06-25"
"0685-001","0534-001",1227,"206073150766","20607315",1778.30548043688,3715.24804018189,928.812010045473,3715.24804018189,200,203,20304,2,0,0,57,5,1,1,1,1,8,72,1,80,8,"2019-07-07","2019-10-21",2,1,1,2,2,"2019-07-07"
"0686-001","0536-001",1229,"206073150312","20607315",5883.45443050882,1839.52867674742,1839.52867674742,3679.05735349484,200,206,20607,2,0,0,0,7,1,1,1,1,6,17,1,91,6,"2019-06-26","2019-09-13",1,1,2,1,2,"2019-06-27"
"0687-001","0537-001",1230,"206072600059","20607260",671.516648473385,711.14155399013,,869.173010432381,200,206,20607,2,0,0,0,8,2,2,1,1,6,54,1,54,6,"2019-07-08","2019-09-24",2,1,1,2,2,"2019-09-24"
"0687-006","0537-001",1230,"206072600059","20607260",43.363347685991,711.14155399013,,869.173010432381,200,204,20404,2,46,46,46,2,4,2,1,4,,,2,51,3,,"2019-10-28",2,1,2,2,2,"2019-10-28"
"0687-012","0537-001",1230,"206072600059","20607260",38.96047064135,711.14155399013,,869.173010432381,200,210,21082,1,7,7,7,3,2,2,1,1,6,54,1,54,6,"2019-07-23","2019-09-27",1,1,2,1,2,"2019-09-27"
"0688-003","0537-003",1230,"206072600059","20607260",161.370103297002,39.5078641105628,,869.173010432381,200,210,20607,2,0,0,0,4,2,2,1,1,6,54,1,54,6,"2019-07-29","2019-09-24",2,1,2,2,2,"2019-09-24"
"0689-004","0537-004",1230,"206072600059","20607260",42.9612762168771,39.5078641105628,386.299115747725,869.173010432381,200,210,21074,1,8,8,8,3,2,2,1,3,6,47,1,47,6,"2019-07-21","2019-09-27",2,2,2,2,2,"2019-09-27"
"0689-005","0537-004",1230,"206072600059","20607260",85.6164150735389,39.5078641105628,386.299115747725,869.173010432381,200,210,21055,1,6,6,5,1,4,2,1,3,,,2,47,6,,"2019-11-06",2,1,2,2,2,"2019-11-06"
"0690-004","0538-004",1230,"206072600059","20607260",235.136878341976,434.58650521619,48.2873894684656,869.173010432381,200,205,20508,2,0,139,43,4,2,2,1,2,12,67,1,67,12,"2019-06-12","2019-10-14",1,1,2,2,2,"2019-10-14"
"0691-001","0539-001",1231,"206073150525","20607315",3075.67355111383,1894.28737525017,,3788.57475050034,200,206,20607,2,0,0,0,6,1,1,1,1,6,47,1,47,6,"2019-06-24","2019-09-13",2,1,2,2,2,"2019-06-24"
"0692-002","0539-002",1231,"206073150525","20607315",163.562920142195,947.143687625084,1894.28737525017,3788.57475050034,200,206,20607,2,0,0,0,3,1,1,1,2,6,47,1,47,6,"2019-06-25","2019-09-13",2,1,2,2,2,"2019-07-04"
"0692-003","0539-002",1231,"206073150525","20607315",151.007260297255,947.143687625084,1894.28737525017,3788.57475050034,200,206,20607,2,0,0,0,3,1,1,1,1,6,47,1,47,6,"2019-06-27","2019-09-13",2,1,2,2,2,"2019-06-27"
"0692-004","0539-002",1231,"206073150525","20607315",148.693563765632,947.143687625084,1894.28737525017,3788.57475050034,200,206,20607,2,0,0,0,3,1,1,1,1,6,47,1,47,6,"2019-06-24","2019-09-13",2,1,1,2,2,"2019-06-24"
"0692-005","0539-002",1231,"206073150525","20607315",160.674391751163,947.143687625084,1894.28737525017,3788.57475050034,200,206,20607,2,0,0,0,3,1,1,1,2,6,47,1,47,6,"2019-06-25","2019-09-13",2,1,2,2,2,"2019-06-25"
"0693-001","0540-001",1231,"206073150525","20607315",290.372917703064,1262.85825016678,473.571843812542,3788.57475050034,100,105,10506,2,168,174,167,1,3,1,1,1,,,1,40,15,,"2019-10-29",2,1,2,2,2,"2019-10-29"
"0693-002","0540-001",1231,"206073150525","20607315",580.240908646977,1262.85825016678,473.571843812542,3788.57475050034,200,206,20607,2,0,12,0,2,1,1,1,1,6,47,1,47,6,"2019-06-26","2019-09-13",2,1,1,1,2,"2019-06-26"
"0694-002","0541-002",1231,"206073150525","20607315",270.682255366851,947.143687625084,,3788.57475050034,200,206,20607,2,0,0,0,4,1,1,1,1,6,47,1,47,6,"2019-06-27","2019-10-29",2,1,1,2,2,"2019-06-27"
"0694-004","0541-002",1231,"206073150525","20607315",147.701048019811,947.143687625084,,3788.57475050034,200,206,20607,2,0,0,0,2,1,1,1,2,6,47,1,47,6,"2019-07-15","2019-09-13",2,1,2,2,2,"2019-07-15"
"0695-005","0541-003",1231,"206073150525","20607315",305.583181765273,1894.28737525017,473.571843812542,3788.57475050034,200,206,20607,2,0,0,0,1,1,1,1,1,6,17,1,91,6,"2019-06-23","2019-09-13",1,1,2,2,2,"2019-06-23"
"0696-001","0542-001",1233,"206073150304","20607315",5254.87406663617,1892.24296212717,1892.24296212717,3784.48592425433,200,206,20607,2,0,0,0,6,1,1,1,1,6,47,1,47,6,"2019-06-23","2019-09-13",2,1,1,2,2,"2019-06-23"
"0696-003","0542-001",1233,"206073150304","20607315",523.23692526463,1892.24296212717,1892.24296212717,3784.48592425433,200,206,20607,2,0,0,0,3,1,1,1,2,6,47,1,47,6,"2019-06-23","2019-09-13",2,1,2,2,2,"2019-06-23"
"0697-001","0543-001",1234,"206072600151","20607260",1485.34887929012,416.484299081302,416.484299081302,832.968598162603,200,206,20607,2,0,0,0,4,2,2,1,2,6,17,1,91,6,"2019-07-10","2019-09-24",2,1,2,2,2,"2019-09-24"
"0698-002","0544-001",1235,"206073150394","20607315",1853.0258273463,2372.48528490161,,3558.72792735242,200,206,20607,2,0,0,0,1,1,1,1,1,6,54,1,54,6,"2019-06-25","2019-09-13",2,1,2,2,1,"2019-06-25"
"0699-003","0544-003",1235,"206073150394","20607315",2039.6828915982,593.121321225403,3558.72792735242,3558.72792735242,200,206,20607,2,0,0,0,5,1,1,1,1,6,54,1,54,6,"2019-06-24","2019-09-13",2,1,2,2,2,"2019-06-24"
"0700-005","0545-001",1236,"206072600133","20607260",273.055790094771,834.021654433705,417.010827216853,834.021654433705,200,210,20607,2,0,0,0,3,2,2,1,1,6,17,1,91,6,"2019-07-14","2019-09-25",1,1,2,2,2,"2019-09-25"
"0700-006","0545-001",1236,"206072600133","20607260",355.445542394616,834.021654433705,417.010827216853,834.021654433705,200,206,20607,2,18,18,18,3,4,2,1,1,,,1,17,6,,"2019-09-26",2,1,2,2,2,"2019-09-26"
"0701-001","0546-001",1237,"206073150299","20607315",1991.73204050244,1875.92467626809,468.981169067022,3751.84935253618,200,206,20607,2,5,11,10,3,1,1,1,1,6,54,1,54,6,"2019-06-29","2019-09-26",2,1,1,2,2,"2019-06-29"
"0702-001","0547-001",1237,"206073150299","20607315",2993.50273330277,3751.84935253618,1406.94350720107,3751.84935253618,200,206,20607,2,0,0,0,3,1,1,1,1,6,54,1,54,6,"2019-06-24","2019-09-16",2,1,1,2,2,"2019-06-24"
"0702-004","0547-001",1237,"206073150299","20607315",519.502193492102,3751.84935253618,1406.94350720107,3751.84935253618,200,206,20607,2,0,0,0,4,1,1,1,2,6,54,1,54,6,"2019-06-23","2019-09-13",2,1,2,2,2,"2019-06-23"
"0703-001","0548-001",1238,"206072600022","20607260",805.669476503215,459.09017017025,918.180340340501,918.180340340501,200,206,20607,2,0,0,0,4,2,2,1,1,6,48,1,91,6,"2019-07-10","2019-09-26",1,1,2,2,2,"2019-09-26"
"0704-001","0549-001",1239,"206073150104","20607315",3695.50000735755,3582.93698028396,2985.7808169033,3582.93698028396,200,206,20607,2,0,0,0,5,1,1,1,1,6,54,1,54,6,"2019-06-23","2019-09-13",2,1,1,2,1,"2019-06-23"
"0705-001","0550-001",1239,"206073150104","20607315",1191.38618587719,1791.46849014198,298.57808169033,3582.93698028396,200,206,20607,2,0,0,0,5,1,1,1,1,6,48,1,48,6,"2019-06-27","2019-09-16",2,1,2,2,1,"2019-06-27"
"0706-001","0551-001",1240,"206072600272","20607260",1502.06482017793,863.667860768594,863.667860768594,863.667860768594,200,206,20607,2,0,0,0,1,2,2,1,1,6,47,1,47,6,"2019-07-10","2019-09-25",2,2,2,2,2,"2019-09-25"
"0707-001","0552-001",1241,"206073150209","20607315",1649.59358374797,1592.53482948568,,3715.91460213325,200,206,20607,2,0,0,0,8,1,1,1,1,6,48,1,48,6,"2019-06-25","2019-09-13",2,1,2,2,2,"2019-06-26"
"0707-002","0552-001",1241,"206073150209","20607315",270.1088909061,1592.53482948568,,3715.91460213325,200,206,20607,2,5,5,6,2,3,1,1,1,,,1,54,6,,"2019-10-28",2,1,1,2,2,"2019-10-28"
"0708-006","0552-006",1241,"206073150209","20607315",502.650137559016,265.422471580947,1625.7126384333,3715.91460213325,200,210,21060,1,0,12,12,4,1,1,1,2,18,7,1,7,18,"2019-07-16","2019-09-02",2,1,2,1,2,"2019-07-16"
"0709-001","0553-001",1241,"206073150209","20607315",1274.13047511673,1857.95730106663,464.489325266657,3715.91460213325,200,206,20607,2,0,87,0,3,1,1,1,1,6,48,1,48,6,"2019-06-23","2019-09-16",2,1,2,2,2,"2019-06-23"
"0710-001","0554-001",1243,"206073150300","20607315",2247.19680135354,1792.78330694758,3585.56661389515,3585.56661389515,200,206,20607,2,0,0,0,2,1,1,1,1,6,48,1,48,6,"2019-06-23","2019-09-13",1,1,1,2,2,"2019-06-23"
"0710-003","0554-001",1243,"206073150300","20607315",1150.35074355002,1792.78330694758,3585.56661389515,3585.56661389515,200,206,20607,2,0,0,0,1,1,1,1,1,6,48,1,48,6,"2019-06-24","2019-09-13",2,2,2,2,2,"2019-06-24"
"0710-004","0554-001",1243,"206073150300","20607315",1170.95765887179,1792.78330694758,3585.56661389515,3585.56661389515,200,206,20607,2,0,0,0,2,1,1,1,1,6,48,1,48,6,"2019-06-23","2019-09-13",2,1,2,2,2,"2019-06-23"
"0710-006","0554-001",1243,"206073150300","20607315",597.440224875981,1792.78330694758,3585.56661389515,3585.56661389515,200,206,20607,2,0,0,0,8,1,1,1,1,6,48,1,48,6,"2019-06-24","2019-09-13",2,1,1,2,2,"2019-06-24"
"0711-001","0555-001",1245,"206073150607","20607315",1793.31724668656,2117.81783827109,1411.87855884739,4235.63567654218,200,206,20607,2,0,0,0,7,1,1,1,1,6,48,1,48,6,"2019-06-25","2019-09-25",2,1,2,2,2,"2019-06-25"
"0712-002","0556-002",1245,"206073150607","20607315",369.661078586911,4235.63567654218,705.939279423697,4235.63567654218,200,206,20607,2,0,0,0,3,1,1,1,2,6,17,1,91,6,"2019-06-24","2019-09-13",2,1,1,2,2,"2019-06-24"
"0713-001","0557-001",1245,"206073150607","20607315",2166.57723104553,2117.81783827109,705.939279423697,4235.63567654218,200,204,20405,2,0,0,19,3,1,1,1,2,3,56,2,56,3,"2019-06-17","2019-10-26",2,1,2,2,2,"2019-06-17"
"0714-001","0558-001",1247,"206073150289","20607315",4132.6136155822,1406.83809268047,,3517.09523170119,200,206,20607,2,0,0,0,7,1,1,1,1,6,48,1,48,6,"2019-06-28","2019-09-13",2,1,2,1,2,"2019-06-28"
"0715-006","0558-006",1247,"206073150289","20607315",442.490917213252,351.709523170119,1758.54761585059,3517.09523170119,200,206,20611,2,13,14,13,3,1,1,1,1,6,17,1,91,6,"2019-07-22","2019-09-22",1,1,2,2,2,"2019-07-22"
"0715-007","0558-006",1247,"206073150289","20607315",789.041554503874,351.709523170119,1758.54761585059,3517.09523170119,200,206,20604,2,0,25,25,1,1,1,1,1,6,17,1,17,6,"2019-07-20","2019-10-04",2,1,1,2,2,"2019-07-20"
"0716-001","0559-001",1249,"206100500362","20610050",2883.83948884539,1653.37412051796,661.349648207182,3306.74824103591,200,210,21055,1,0,0,35,7,3,1,1,1,,,1,47,6,,"2019-08-23",2,1,2,2,2,"2019-08-23"
"0717-001","0560-001",1249,"206100500362","20610050",788.780211075368,3306.74824103591,992.024472310773,3306.74824103591,200,206,20610,2,0,45,0,6,1,1,1,1,12,55,1,55,12,"2019-06-13","2019-09-09",1,1,2,1,2,"2019-06-13"
"0718-001","0561-001",1251,"206100500166","20610050",1109.21797878103,2760.16038085935,2760.16038085935,2760.16038085935,200,206,20610,2,0,0,0,5,1,1,1,1,12,50,1,50,12,"2019-06-14","2019-09-10",1,1,1,2,2,"2019-06-14"
"0718-003","0561-001",1251,"206100500166","20610050",301.879986341804,2760.16038085935,2760.16038085935,2760.16038085935,200,210,21087,1,32,32,31,2,1,1,1,1,12,55,2,55,12,"2019-07-24","2019-10-22",2,2,2,1,2,"2019-07-24"
"0718-005","0561-001",1251,"206100500166","20610050",1764.78598215742,2760.16038085935,2760.16038085935,2760.16038085935,200,207,20702,2,92,92,91,8,1,1,1,4,11,3,1,3,11,"2019-07-03","2019-09-06",1,1,1,1,2,"2019-07-03"
"0719-002","0562-001",1253,"206100500170","20610050",781.252228205756,1430.8168712235,715.40843561175,2861.633742447,200,206,20610,2,0,0,0,5,1,1,1,3,12,55,1,55,12,"2019-06-14","2019-09-11",2,1,2,2,2,"2019-06-14"
"0720-001","0563-001",1253,"206100500170","20610050",2970.49921084948,1430.8168712235,715.40843561175,2861.633742447,200,206,20610,2,0,0,0,4,1,1,1,1,12,67,1,67,12,"2019-06-15","2019-09-10",2,1,2,2,2,"2019-06-15"
"0721-001","0564-001",1255,"206100500057","20610050",2348.55514040893,2888.71069799911,2888.71069799911,2888.71069799911,200,206,20610,2,0,0,0,4,1,1,1,1,12,50,1,50,12,"2019-06-15","2019-09-11",2,1,1,2,2,"2019-06-15"
"0722-002","0565-002",1257,"206100500282","20610050",2091.87866941988,2100.13263422657,,2940.1856879172,200,206,20610,2,0,0,0,4,1,1,1,1,12,50,1,50,12,"2019-06-13","2019-09-11",1,1,1,1,2,"2019-06-14"
"0722-009","0565-002",1257,"206100500282","20610050",258.28297857123,2100.13263422657,,2940.1856879172,200,206,20610,2,0,0,0,4,1,1,1,2,12,50,1,50,12,"2019-06-16","2019-09-10",1,1,2,1,2,"2019-06-16"
"0723-003","0565-003",1257,"206100500282","20610050",274.901648531587,210.013263422657,,2940.1856879172,200,206,20604,2,8,8,7,5,1,1,1,3,12,50,1,50,12,"2019-06-19","2019-09-11",2,1,2,2,2,"2019-06-19"
"0723-004","0565-003",1257,"206100500282","20610050",272.554569355223,210.013263422657,,2940.1856879172,200,206,20601,2,22,22,22,2,1,1,1,1,12,55,1,55,12,"2019-07-02","2019-09-20",2,1,2,2,2,"2019-07-02"
"0724-004","0565-004",1257,"206100500282","20610050",546.329840943333,210.013263422657,1470.0928439586,2940.1856879172,200,206,20610,2,0,0,0,4,1,1,1,1,12,66,1,66,12,"2019-06-13","2019-09-09",1,1,2,2,2,"2019-06-13"
"0725-002","0566-002",1261,"206100500323","20610050",1593.38908900481,1786.08469772932,,2976.80782954886,200,206,20610,2,0,0,0,3,1,1,1,1,12,67,1,67,12,"2019-06-13","2019-09-09",2,1,1,2,2,"2019-06-13"
"0726-003","0566-003",1261,"206100500323","20610050",543.507383060881,297.680782954886,,2976.80782954886,200,206,20610,2,0,0,0,1,1,1,1,1,12,55,1,55,12,"2019-06-13","2019-09-09",2,1,2,1,2,"2019-06-13"
"0726-004","0566-003",1261,"206100500323","20610050",270.905344938774,297.680782954886,,2976.80782954886,200,206,20610,2,0,0,0,4,1,1,1,1,12,55,1,55,12,"2019-06-19","2019-09-11",2,1,2,1,2,"2019-06-19"
"0727-004","0566-004",1261,"206100500323","20610050",548.829905570392,297.680782954886,2480.67319129072,2976.80782954886,200,206,20604,2,0,11,11,4,1,1,1,1,12,66,1,66,12,"2019-06-16","2019-09-10",2,1,2,1,2,"2019-06-16"
"0728-001","0567-001",1261,"206100500323","20610050",1121.61073118197,1488.40391477443,248.067319129072,2976.80782954886,200,206,20610,2,0,0,0,3,1,1,1,1,12,67,1,67,12,"2019-06-13","2019-09-09",1,1,2,2,2,"2019-06-13"
"0729-001","0568-001",1263,"206100500285","20610050",286.844933507192,1458.65905784504,1944.87874379338,2917.31811569008,200,206,20610,2,0,0,0,2,1,1,1,1,12,55,1,55,12,"2019-06-17","2019-09-10",2,1,1,1,2,"2019-06-17"
"0729-002","0568-001",1263,"206100500285","20610050",1178.48700523288,1458.65905784504,1944.87874379338,2917.31811569008,200,206,20610,2,0,0,0,3,1,1,1,1,12,55,1,55,12,"2019-06-15","2019-09-09",1,1,1,2,2,"2019-06-15"
"0729-003","0568-001",1263,"206100500285","20610050",305.451091356307,1458.65905784504,1944.87874379338,2917.31811569008,200,206,20610,2,0,0,0,3,1,1,1,1,12,55,1,55,12,"2019-06-17","2019-09-09",1,1,2,1,2,"2019-06-17"
"0730-001","0569-001",1263,"206100500285","20610050",300.325694234983,1458.65905784504,243.109842974173,2917.31811569008,200,206,20610,2,0,0,14,4,1,1,1,1,12,66,1,66,12,"2019-06-17","2019-09-11",2,1,2,1,2,"2019-06-17"
"0730-002","0569-001",1263,"206100500285","20610050",301.5731529857,1458.65905784504,243.109842974173,2917.31811569008,200,206,20610,2,13,13,0,5,1,1,1,1,12,66,1,66,12,"2019-06-18","2019-09-09",1,1,1,1,2,"2019-06-18"
"0731-001","0570-001",1263,"206100500285","20610050",1223.03245250299,1458.65905784504,243.109842974173,2917.31811569008,200,206,20610,2,0,0,0,4,1,1,1,1,12,66,1,66,12,"2019-06-13","2019-09-09",2,1,2,2,2,"2019-06-13"
"0732-002","0571-002",1265,"206100500316","20610050",2287.00353094689,1410.92886911798,1410.92886911798,2821.85773823596,200,206,20610,2,0,0,0,6,1,1,1,1,12,67,1,67,12,"2019-06-14","2019-09-09",1,1,2,2,2,"2019-06-14"
"0733-001","0572-001",1267,"206100500278","20610050",4633.07823942386,2813.45290610341,1406.72645305171,2813.45290610341,200,206,20610,2,0,0,0,6,1,1,1,1,12,66,1,66,12,"2019-06-14","2019-09-10",1,1,1,1,2,"2019-06-14"
"0734-002","0573-002",1269,"206100500387","20610050",2411.34412988696,3056.19506395069,1528.09753197535,3056.19506395069,200,206,20610,2,0,0,0,1,1,1,1,1,12,67,1,67,12,"2019-06-16","2019-09-09",2,1,1,2,2,"2019-06-16"
"0734-003","0573-002",1269,"206100500387","20610050",1293.95624893388,3056.19506395069,1528.09753197535,3056.19506395069,200,206,20610,2,0,0,0,3,1,1,1,2,12,67,1,67,12,"2019-06-17","2019-09-09",2,1,2,2,2,"2019-06-17"
"0735-001","0574-001",1271,"206100500308","20610050",4781.75039392546,1478.09656601077,1478.09656601077,2956.19313202155,200,206,20610,2,0,0,0,3,1,1,1,1,12,50,1,50,12,"2019-06-13","2019-09-10",2,1,1,2,2,"2019-06-13"
"0736-001","0575-001",1273,"206100500235","20610050",834.933541399569,923.393488107824,,2770.18046432347,200,206,20610,2,0,0,0,6,1,1,1,1,12,55,1,55,12,"2019-06-15","2019-09-10",2,1,2,1,2,"2019-06-15"
"0737-004","0575-004",1273,"206100500235","20610050",843.494209930464,461.696744053912,1108.07218572939,2770.18046432347,200,206,20610,2,0,0,0,5,1,1,1,2,12,67,1,67,12,"2019-06-14","2019-09-10",2,1,2,2,2,"2019-06-14"
"0738-001","0576-001",1273,"206100500235","20610050",629.790727869267,1385.09023216174,,2770.18046432347,200,206,20610,2,0,0,0,1,1,1,1,1,12,66,1,66,12,"2019-07-09","2019-09-09",2,1,2,2,2,"2019-07-09"
"0739-002","0576-002",1273,"206100500235","20610050",169.847505531186,692.545116080868,277.018046432347,2770.18046432347,200,208,20802,2,0,13,13,3,3,1,1,1,,,1,12,13,,"2019-10-29",2,1,2,1,2,"2019-10-29"
"0740-001","0577-001",1274,"206144770206","20614477",189.583862475327,406.364755413231,,541.819673884308,200,206,20614,2,0,0,0,6,2,2,1,1,11,49,1,11,11,"2019-06-10","2019-09-12",1,1,2,1,2,"2019-09-12"
"0741-007","0577-006",1274,"206144770206","20614477",69.249011186714,67.7274592355385,203.182377706616,541.819673884308,200,206,20602,2,0,96,14,5,2,2,1,1,11,44,2,3,11,"2019-07-11","2019-09-25",2,1,2,2,2,"2019-09-25"
"0741-009","0577-006",1274,"206144770206","20614477",66.7442597182584,67.7274592355385,203.182377706616,541.819673884308,200,206,20614,2,30,95,16,6,2,2,1,4,18,86,1,90,18,"2019-07-23","2019-09-24",2,1,1,2,2,"2019-09-24"
"0742-001","0578-001",1274,"206144770206","20614477",137.072360285221,270.909836942154,67.7274592355385,541.819673884308,200,206,20614,2,0,0,0,4,2,2,1,1,11,11,1,4,11,"2019-06-10","2019-09-12",2,1,2,2,2,"2019-09-12"
"0743-001","0579-001",1275,"206100500102","20610050",1446.48123931219,1846.37318750613,,2769.5597812592,200,206,20610,2,0,0,0,2,1,1,1,1,12,50,1,50,12,"2019-06-15","2019-09-10",2,1,1,2,2,"2019-06-15"
"0744-003","0579-003",1275,"206100500102","20610050",1583.6981510533,461.593296876534,2769.5597812592,2769.5597812592,200,206,21074,1,0,26,26,6,1,1,1,1,6,48,1,17,6,"2019-07-21","2019-09-27",2,1,2,1,1,"2019-07-21"
"0745-001","0580-001",1276,"206144770286","20614477",188.633902297013,181.216452018424,,543.649356055271,200,206,20614,2,0,0,0,3,2,2,1,1,11,49,1,49,11,"2019-06-10","2019-09-12",1,1,1,2,2,"2019-09-12"
"0745-005","0580-001",1276,"206144770286","20614477",31.4061664054004,181.216452018424,,543.649356055271,200,206,20613,2,13,13,12,3,2,2,1,3,11,49,1,4,11,"2019-06-12","2019-10-05",2,1,2,1,2,"2019-10-05"
"0745-008","0580-001",1276,"206144770286","20614477",41.032446950903,181.216452018424,,543.649356055271,300,302,30222,1,219,219,219,3,4,2,1,1,,,1,34,16,,"2019-10-27",2,1,2,2,2,"2019-10-27"
"0746-004","0580-004",1276,"206144770286","20614477",66.0105081636381,181.216452018424,489.284420449744,543.649356055271,200,206,20614,2,0,0,0,4,2,2,1,1,11,11,1,11,11,"2019-07-11","2019-09-12",1,2,2,2,2,"2019-09-12"
"0747-001","0582-001",1278,"206144770016","20614477",451.313951832529,492.999139197977,,542.299053117775,200,206,20614,2,0,0,0,12,2,2,1,1,11,3,1,3,11,"2019-06-11","2019-09-09",1,1,1,2,2,"2019-09-09"
"0747-010","0582-001",1278,"206144770016","20614477",22.4968297454669,492.999139197977,,542.299053117775,200,206,20610,2,52,52,52,3,2,2,1,1,11,49,1,49,11,"2019-06-13","2019-09-30",2,1,2,2,2,"2019-09-30"
"0748-009","0582-009",1278,"206144770016","20614477",117.005122349155,24.6499569598989,246.499569598989,542.299053117775,200,206,20614,2,0,31,5,3,2,2,1,1,11,11,1,11,11,"2019-06-11","2019-09-09",2,1,2,2,2,"2019-09-09"
"0749-001","0583-001",1278,"206144770016","20614477",665.08542118069,271.149526558888,24.6499569598989,542.299053117775,200,207,20705,2,99,99,99,4,2,2,1,2,11,11,1,11,11,"2019-06-27","2019-09-18",2,1,2,2,2,"2019-09-18"
"0750-001","0584-001",1279,"206100500208","20610050",360.414321988912,1059.48460263293,,2825.29227368782,200,206,20610,2,25,0,0,5,1,1,1,1,12,66,1,66,12,"2019-06-01","2019-08-26",1,1,1,1,2,"2019-06-01"
"0752-005","0584-005",1279,"206100500208","20610050",516.70362642507,176.580767105488,,2825.29227368782,200,206,20610,2,0,0,0,3,1,1,1,1,12,55,1,55,12,"2019-06-16","2019-09-10",2,1,2,2,2,"2019-06-16"
"0753-006","0584-006",1279,"206100500208","20610050",755.39038864789,176.580767105488,,2825.29227368782,200,206,20610,2,0,0,0,7,1,1,1,1,12,66,1,66,12,"2019-06-15","2019-09-10",1,1,2,1,2,"2019-06-15"
"0754-007","0584-007",1279,"206100500208","20610050",487.755677452153,176.580767105488,,2825.29227368782,200,206,20610,2,0,0,0,8,1,1,1,1,12,67,1,67,12,"2019-06-15","2019-09-10",2,1,1,2,2,"2019-06-15"
